frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label
8.1e-05,429.827108,80,10.5.126.152,10.5.126.84,45805,1883,0x00000018,3.006825,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:33:35:33,12,512,0x00001129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,353.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
7.7e-05,429.827185,79,10.5.126.137,10.5.126.84,33045,1883,0x00000018,3.006792,11,591,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:7f:30,11,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
4.4e-05,429.827229,72,10.5.126.84,10.5.126.137,1883,33045,0x00000018,4.4e-05,4,1636,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:7f,4,512,0x00001112,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
4.9e-05,429.827278,79,10.5.126.137,10.5.126.84,38017,1883,0x00000018,3.006794,11,591,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:81:30,11,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
4.5e-05,429.827323,72,10.5.126.84,10.5.126.137,1883,38017,0x00000018,4.5e-05,4,1636,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:81,4,512,0x00001112,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000234,429.827557,80,10.5.126.132,10.5.126.84,45681,1883,0x00000018,3.006879,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:32:31:30,12,512,0x00001115,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,210.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
0.000171,429.827728,80,10.5.126.136,10.5.126.84,34429,1883,0x00000018,3.006867,12,591,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:7d:30,12,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
8.7e-05,429.827815,72,10.5.126.84,10.5.126.136,1883,34429,0x00000018,8.7e-05,4,1780,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:7d,4,512,0x00001111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000108,429.827923,80,10.5.126.156,10.5.126.84,38481,1883,0x00000018,3.00699,12,591,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:80:30,12,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
7.2e-05,429.827995,72,10.5.126.84,10.5.126.156,1883,38481,0x00000018,7.2e-05,4,1780,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:80,4,512,0x00001125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000108,429.828103,79,10.5.126.157,10.5.126.84,39989,1883,0x00000018,3.007059,11,591,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:7c:30,11,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
5.2e-05,429.828155,72,10.5.126.84,10.5.126.157,1883,39989,0x00000018,5.2e-05,4,1636,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:7c,4,512,0x00001126,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
5e-05,429.828205,80,10.5.126.152,10.5.126.84,40605,1883,0x00000018,3.00712,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:33:38:30,12,512,0x00001129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,380.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
0.000114,429.828319,80,10.5.126.156,10.5.126.84,37003,1883,0x00000018,3.007115,12,591,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:7e:30,12,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
4.9e-05,429.828368,72,10.5.126.84,10.5.126.156,1883,37003,0x00000018,4.9e-05,4,1780,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:7e,4,512,0x00001125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.990618,430.818986,85,10.5.126.151,10.5.126.84,40629,1883,0x00000018,4.994739,17,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:33,17,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,15,23.0,3,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0
0.000195,430.819181,84,10.5.126.155,10.5.126.84,45093,1883,0x00000018,4.994852,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:08:53:6f:6c:61:72:52:61:64:31:39:30:36,16,512,0x00001130,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,1906.0,3,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0
4e-05,430.819221,85,10.5.126.151,10.5.126.84,35151,1883,0x00000018,4.99486,17,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:34,17,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,15,24.0,3,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0
2.6e-05,430.819247,84,10.5.126.155,10.5.126.84,44119,1883,0x00000018,4.994857,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:08:53:6f:6c:61:72:52:61:64:31:39:38:32,16,512,0x00001130,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,1982.0,3,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0
2.5e-05,430.819272,82,10.5.126.133,10.5.126.84,44793,1883,0x00000018,4.994853,14,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:36:39,14,512,0x00001118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12,69.0,3,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
2.4e-05,430.819296,85,10.5.126.131,10.5.126.84,46077,1883,0x00000018,4.994849,17,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:31,17,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,15,21.0,3,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0
2.4e-05,430.81932,84,10.5.126.154,10.5.126.84,43673,1883,0x00000018,4.994821,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:37:37,16,512,0x0000112f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,877.0,3,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
2.4e-05,430.819344,85,10.5.126.131,10.5.126.84,41505,1883,0x00000018,4.99481,17,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:34,17,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,15,24.0,3,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0
3.3e-05,430.819377,82,10.5.126.153,10.5.126.84,45639,1883,0x00000018,4.994805,14,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:33:39,14,512,0x0000112c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12,39.0,3,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
2.6e-05,430.819403,82,10.5.126.153,10.5.126.84,35089,1883,0x00000018,4.994801,14,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:33:39,14,512,0x0000112c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12,39.0,3,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
2.4e-05,430.819427,84,10.5.126.154,10.5.126.84,36031,1883,0x00000018,4.994797,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:33:39,16,512,0x0000112f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,839.0,3,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
2.5e-05,430.819452,84,10.5.126.135,10.5.126.84,38619,1883,0x00000018,4.994793,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:36:37,16,512,0x0000111c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,1867.0,3,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0
2.9e-05,430.819481,84,10.5.126.134,10.5.126.84,39785,1883,0x00000018,4.994786,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:36:37,16,512,0x0000111b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,867.0,3,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
4.5e-05,430.819526,84,10.5.126.135,10.5.126.84,37919,1883,0x00000018,4.994802,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:08:53:6f:6c:61:72:52:61:64:31:35:39:33,16,512,0x0000111c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,1593.0,3,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0
4.9e-05,430.819575,84,10.5.126.134,10.5.126.84,37923,1883,0x00000018,4.994816,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:39:37:34,16,512,0x0000111b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,974.0,3,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
3.2e-05,430.819607,82,10.5.126.133,10.5.126.84,46179,1883,0x00000018,4.994813,14,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:32:39,14,512,0x00001118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12,29.0,3,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
1.999148,432.818755,79,10.5.126.157,10.5.126.84,37755,1883,0x00000018,2.991915,11,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:82:30,11,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
5.8e-05,432.818813,72,10.5.126.84,10.5.126.157,1883,37755,0x00000018,5.8e-05,4,1647,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:82,4,512,0x00001126,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000149,432.818962,80,10.5.126.136,10.5.126.84,41065,1883,0x00000018,2.991988,12,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:83:30,12,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
2.2e-05,432.818984,72,10.5.126.84,10.5.126.136,1883,41065,0x00000018,2.2e-05,4,1792,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:83,4,512,0x00001111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.8e-05,432.819002,80,10.5.126.132,10.5.126.84,34215,1883,0x00000018,2.991975,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:33:33:38,12,512,0x00001115,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,338.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
2.6e-05,432.819028,80,10.5.126.152,10.5.126.84,45805,1883,0x00000018,2.99192,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:32:37:37,12,512,0x00001129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,277.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
2.4e-05,432.819052,79,10.5.126.137,10.5.126.84,33045,1883,0x00000018,2.991823,11,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:87:30,11,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
1.3e-05,432.819065,72,10.5.126.84,10.5.126.137,1883,33045,0x00000018,1.3e-05,4,1647,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:87,4,512,0x00001112,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.6e-05,432.819081,79,10.5.126.137,10.5.126.84,38017,1883,0x00000018,2.991758,11,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:89:30,11,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
1.3e-05,432.819094,72,10.5.126.84,10.5.126.137,1883,38017,0x00000018,1.3e-05,4,1647,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:89,4,512,0x00001112,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
4.6e-05,432.81914,80,10.5.126.132,10.5.126.84,45681,1883,0x00000018,2.991583,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:32:33:39,12,512,0x00001115,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,239.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
5.3e-05,432.819193,80,10.5.126.136,10.5.126.84,34429,1883,0x00000018,2.991378,12,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:85:30,12,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
2.1e-05,432.819214,72,10.5.126.84,10.5.126.136,1883,34429,0x00000018,2.1e-05,4,1792,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:85,4,512,0x00001111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
2e-05,432.819234,80,10.5.126.156,10.5.126.84,38481,1883,0x00000018,2.991239,12,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:88:30,12,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
1.4e-05,432.819248,72,10.5.126.84,10.5.126.156,1883,38481,0x00000018,1.4e-05,4,1792,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:88,4,512,0x00001125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
3.4e-05,432.819282,79,10.5.126.157,10.5.126.84,39989,1883,0x00000018,2.991127,11,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:84:30,11,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
1.7e-05,432.819299,72,10.5.126.84,10.5.126.157,1883,39989,0x00000018,1.7e-05,4,1647,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:84,4,512,0x00001126,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.6e-05,432.819315,80,10.5.126.152,10.5.126.84,40605,1883,0x00000018,2.99111,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:32:35:36,12,512,0x00001129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,256.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
3.6e-05,432.819351,80,10.5.126.156,10.5.126.84,37003,1883,0x00000018,2.990983,12,595,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:86:30,12,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
1.6e-05,432.819367,72,10.5.126.84,10.5.126.156,1883,37003,0x00000018,1.6e-05,4,1792,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:86,4,512,0x00001125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
3.000496,435.819863,85,10.5.126.151,10.5.126.84,40629,1883,0x00000018,5.000877,17,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:33,17,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,15,23.0,3,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0
0.000192,435.820055,84,10.5.126.155,10.5.126.84,45093,1883,0x00000018,5.000874,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:08:53:6f:6c:61:72:52:61:64:31:35:38:30,16,512,0x00001130,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,1580.0,3,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0
5.4e-05,435.820109,80,10.5.126.132,10.5.126.84,45681,1883,0x00000018,3.000969,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:33:33:39,12,512,0x00001115,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,339.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
3.4e-05,435.820143,80,10.5.126.136,10.5.126.84,41065,1883,0x00000018,3.001159,12,599,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:04:8b:30,12,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10,0.0,3,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
2.1e-05,435.820164,72,10.5.126.84,10.5.126.136,1883,41065,0x00000018,2.1e-05,4,1804,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:8b,4,512,0x00001111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
2.2e-05,435.820186,82,10.5.126.153,10.5.126.84,35089,1883,0x00000018,5.000783,14,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:2d:31,14,512,0x0000112c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12,-1.0,3,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
3.3e-05,435.820219,79,10.5.126.157,10.5.126.84,39989,1883,0x00000018,3.00092,11,599,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:04:8c:30,11,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9,0.0,3,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
1.8e-05,435.820237,72,10.5.126.84,10.5.126.157,1883,39989,0x00000018,1.8e-05,4,1658,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:04:8c,4,512,0x00001126,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
2.1e-05,435.820258,84,10.5.126.134,10.5.126.84,37923,1883,0x00000018,5.000683,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:39:38:33,16,512,0x0000111b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,983.0,3,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
3.2e-05,435.82029,80,10.5.126.152,10.5.126.84,45805,1883,0x00000018,3.001262,12,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:31:34:37,12,512,0x00001129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10,147.0,3,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
3.1e-05,435.820321,82,10.5.126.133,10.5.126.84,44793,1883,0x00000018,5.001049,14,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:34:31,14,512,0x00001118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12,41.0,3,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
3e-05,435.820351,84,10.5.126.154,10.5.126.84,36031,1883,0x00000018,5.000924,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:37:31,16,512,0x0000112f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,871.0,3,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
3.1e-05,435.820382,84,10.5.126.135,10.5.126.84,37919,1883,0x00000018,5.000856,16,19,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:08:53:6f:6c:61:72:52:61:64:31:36:33:32,16,512,0x0000111c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14,1632.0,3,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0
